Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2604.584808
NCW29,OUT035,2025.570796
FDO11,OUT013,4317.327661
NCM31,OUT049,2272.166678
FDV35,OUT019,261.6051651
FDF58,OUT017,873.6919335
NCE43,OUT049,2933.216022
FDA02,OUT035,2288.723726
DRL37,OUT010,90.56650521
FDR24,OUT018,1362.373019
FDW59,OUT049,1403.51857
FDS22,OUT049,801.4100607
FDW24,OUT017,749.0705229
FDU24,OUT035,1504.352718
FDA21,OUT027,5109.484773
FDH58,OUT027,3143.447248
FDW36,OUT018,1449.517855
FDI45,OUT027,4713.722839
FDU01,OUT018,2746.134217
FDF35,OUT027,2840.534965
FDU43,OUT019,557.9259793
FDE24,OUT019,284.6227543
FDK50,OUT049,2814.414129
FDG31,OUT045,858.7072647
FDC60,OUT045,1439.789896
FDL36,OUT013,1405.350629
FDP21,OUT013,3290.576203
FDW16,OUT045,1450.541069
FDX02,OUT017,4218.490132
FDQ58,OUT027,3919.553578
FDT51,OUT046,1889.55893
FDD59,OUT049,1411.314817
NCM42,OUT018,1539.909982
FDA57,OUT018,590.0044054
FDZ48,OUT035,1679.578493
FDE46,OUT045,2326.101411
NCZ30,OUT019,277.8478074
FDB56,OUT017,3325.471885
FDA25,OUT027,2790.286281
FDD20,OUT013,2023.059984
FDL25,OUT013,1505.739148
NCO18,OUT049,3192.61953
FDJ45,OUT017,633.897931
FDR12,OUT035,2864.245933
NCF19,OUT010,95.03829911
FDK25,OUT046,2808.537119
NCR17,OUT046,1854.135052
FDC52,OUT046,2568.403246
NCA54,OUT017,3119.714676
FDR45,OUT010,676.5093567
NCM19,OUT049,1930.377546
FDF39,OUT027,6849.558618
FDX23,OUT049,1628.444969
FDD58,OUT027,2620.209192
FDX28,OUT013,1550.627142
NCD31,OUT013,2681.488015
FDU57,OUT018,2132.910061
FDI27,OUT046,768.8812508
NCM42,OUT046,1757.411666
FDD32,OUT027,2249.335983
FDI34,OUT013,3708.321113
NCM29,OUT049,2234.745854
FDG46,OUT018,1659.178705
DRC01,OUT010,101.4545724
FDB15,OUT027,6886.198886
NCA17,OUT027,3973.722354
FDF10,OUT046,2366.016637
FDR26,OUT027,5027.460128
FDI02,OUT049,1901.304397
NCM54,OUT010,250.7347739
FDF14,OUT013,2390.831113
FDJ33,OUT010,269.151567
FDM20,OUT035,4049.532482
FDC03,OUT027,5162.23244
NCX05,OUT046,1861.534473
NCM41,OUT027,2532.700137
NCU29,OUT010,305.2299262
FDQ59,OUT017,1378.178325
FDH46,OUT010,241.8747687
FDH09,OUT013,757.7871031
NCD06,OUT045,714.7774645
FDC15,OUT035,2408.320544
DRD37,OUT027,1329.411537
FDT28,OUT027,3832.767401
FDR28,OUT027,4234.428873
FDT38,OUT017,1326.252939
FDV34,OUT027,2091.184064
FDY52,OUT035,855.7326682
FDB34,OUT013,1372.757504
DRL23,OUT018,1491.159555
DRB24,OUT046,2540.084456
FDJ50,OUT046,819.8347747
FDQ49,OUT035,2538.372981
FDP20,OUT035,1889.38843
FDV19,OUT027,4090.501567
NCR54,OUT045,2642.311261
FDO09,OUT010,692.8557869
FDS57,OUT018,1995.825184
FDN10,OUT049,1976.225151
FDV23,OUT049,2093.409537
FDY28,OUT049,3402.091563
DRG51,OUT013,2675.751285
FDD45,OUT019,229.0098493
NCL18,OUT027,5203.5146
NCM29,OUT013,2082.492727
FDF17,OUT027,4082.718597
FDE22,OUT017,2596.797923
FDQ22,OUT017,664.4814126
FDS01,OUT013,3076.98691
FDW35,OUT027,1288.680326
FDJ33,OUT046,2097.158445
NCF54,OUT035,2792.312926
FDE09,OUT013,1757.172668
NCE06,OUT045,2504.77292
DRH49,OUT049,1355.206645
FDY43,OUT045,2709.888848
NCT05,OUT017,4430.24869
FDZ34,OUT045,2912.626408
FDL38,OUT017,1449.252564
FDZ31,OUT017,3448.812655
FDR14,OUT035,770.5030065
NCN54,OUT049,1362.682353
NCC42,OUT027,3549.910797
FDK08,OUT017,1590.158412
FDP59,OUT013,1737.037976
FDV22,OUT035,2574.284479
FDD33,OUT035,4010.329832
DRE60,OUT027,5860.173654
FDK52,OUT046,3227.640628
FDA02,OUT017,2358.682655
FDM56,OUT049,1797.888283
FDE57,OUT035,2124.373946
FDM32,OUT045,1317.712388
NCQ30,OUT027,3026.792542
FDQ27,OUT027,2673.451899
FDT60,OUT027,3353.926919
FDU43,OUT049,3751.80971
NCO55,OUT035,1617.966007
FDG02,OUT045,2756.070286
FDJ28,OUT013,3328.622899
FDP40,OUT045,1773.779529
FDJ38,OUT045,2981.319494
NCC54,OUT017,4335.003032
NCZ41,OUT046,2021.366221
FDK38,OUT019,363.4349458
FDU52,OUT013,2455.506751
FDC40,OUT046,1297.535217
NCR30,OUT017,1195.581396
NCN18,OUT017,1720.952473
FDB50,OUT035,1185.402134
FDG04,OUT013,3276.052782
FDR26,OUT035,2843.905831
NCT17,OUT018,2625.56599
FDX35,OUT027,5376.640843
FDS12,OUT046,2006.684224
NCZ29,OUT027,3406.487608
FDB38,OUT010,351.4299315
FDP12,OUT013,663.7141117
FDP22,OUT046,814.4400548
FDS26,OUT018,3949.458366
FDR52,OUT046,3270.762457
DRJ13,OUT046,2669.896856
FDU48,OUT027,3610.584699
FDE29,OUT035,823.0083554
NCT29,OUT049,2076.377877
DRK37,OUT018,2776.592255
FDK55,OUT046,1383.190294
FDR07,OUT046,1473.544998
FDO21,OUT027,5664.216515
FDK46,OUT049,4649.653903
FDB12,OUT045,1646.687666
FDT31,OUT027,5397.704798
FDJ33,OUT045,1968.233651
FDC26,OUT027,2852.366471
NCQ02,OUT045,2551.572234
FDP08,OUT010,457.6999507
FDB11,OUT027,5946.829609
FDV55,OUT013,2267.234893
FDW20,OUT049,2044.912662
NCJ18,OUT019,229.7131367
FDC41,OUT018,1076.616775
FDE14,OUT027,2717.128733
FDG35,OUT013,3057.732015
FDF45,OUT035,872.4191985
FDS19,OUT027,2114.272338
FDS58,OUT019,418.318946
FDA26,OUT017,4322.720616
FDM32,OUT049,1461.100482
FDL45,OUT046,2047.644543
FDZ55,OUT049,2729.629598
FDY37,OUT049,2360.491751
FDO46,OUT046,2910.492521
FDQ60,OUT046,1999.322711
FDA19,OUT018,1864.388906
FDL15,OUT046,2497.515565
FDM10,OUT018,3278.257019
NCL05,OUT017,715.7473972
DRK49,OUT010,89.63486426
NCE18,OUT027,6526.427294
FDG40,OUT049,677.3827
DRI59,OUT045,3553.569378
FDK28,OUT035,4280.000826
NCD06,OUT019,135.3510628
FDO11,OUT019,770.3890855
FDK27,OUT046,1928.650121
FDT43,OUT027,1431.523467
FDD38,OUT018,1525.646794
FDA16,OUT049,4007.420343
FDL14,OUT027,3743.781412
NCM17,OUT049,756.5375337
FDD20,OUT045,1840.490992
FDA40,OUT045,1411.643648
FDL43,OUT045,1188.983976
FDV15,OUT045,1499.744858
FDE52,OUT046,1528.731908
NCL17,OUT010,283.6595203
NCJ31,OUT045,3593.935059
FDR60,OUT045,1174.286436
NCA18,OUT035,1764.918092
FDS21,OUT027,1692.456268
FDW09,OUT035,1309.844138
FDL26,OUT035,2408.492671
FDS47,OUT018,1239.983396
FDC39,OUT046,3232.785269
FDT51,OUT035,1790.548956
FDK40,OUT035,4240.003216
NCG19,OUT045,3541.831381
FDZ07,OUT046,921.934054
FDF08,OUT027,2376.69638
FDO04,OUT013,809.848498
FDK41,OUT018,1165.38276
FDP15,OUT049,4103.917538
NCD43,OUT018,1483.859055
NCP18,OUT013,2374.428445
FDZ51,OUT046,1574.306194
DRH13,OUT035,1632.314465
FDF38,OUT045,698.9266263
NCI43,OUT045,754.5348139
FDM38,OUT027,1399.342381
FDS03,OUT013,881.516433
DRJ47,OUT017,2873.864668
FDT50,OUT010,218.0197022
FDV02,OUT046,2837.635065
NCG18,OUT017,1619.35556
FDW52,OUT046,2853.756599
FDS40,OUT035,644.6397803
FDN31,OUT017,3355.858156
FDA37,OUT045,1949.985383
FDA15,OUT046,4239.315907
FDL39,OUT046,3032.298885
FDJ53,OUT045,1811.461291
FDX22,OUT013,3392.653188
NCZ42,OUT045,3541.803651
FDD56,OUT027,4640.298375
FDD40,OUT017,3528.221165
FDS50,OUT013,3566.758712
NCN14,OUT013,3053.740372
FDT15,OUT013,3195.146385
NCS18,OUT027,2906.854958
NCO26,OUT010,234.7313175
FDF58,OUT018,752.7767063
NCB19,OUT013,1409.967802
FDH26,OUT017,2273.251011
DRB24,OUT027,3913.95988
FDA49,OUT018,1217.881666
FDB32,OUT045,1408.469797
FDI36,OUT017,3576.707992
NCA17,OUT010,282.7704898
FDH22,OUT013,1971.822338
NCM26,OUT018,2248.062969
FDT15,OUT027,4871.727464
FDB16,OUT018,1217.635929
NCP54,OUT027,3338.383771
FDJ36,OUT013,1642.589252
FDO28,OUT045,1776.749132
FDU09,OUT013,801.4156283
FDF29,OUT017,2137.651516
FDY08,OUT013,2070.005132
DRJ59,OUT018,569.0045575
FDT23,OUT027,2091.937458
FDU15,OUT018,599.6086451
FDT47,OUT013,1663.764155
FDI53,OUT019,367.657908
FDR59,OUT018,3458.905837
FDD53,OUT035,672.1627074
FDY51,OUT017,4270.968089
FDT04,OUT049,691.5772272
FDU51,OUT049,2943.162142
FDG14,OUT035,2425.005643
NCU06,OUT045,3454.165003
DRG25,OUT046,3141.290323
DRH49,OUT035,1272.853499
FDN15,OUT035,2094.264082
FDL43,OUT018,1095.005258
NCT18,OUT049,3212.18695
NCB31,OUT013,4631.356819
FDK57,OUT035,1797.416885
FDY04,OUT019,349.9844001
NCP54,OUT046,1980.286564
FDF41,OUT013,4011.73301
FDM01,OUT045,1616.582484
FDW03,OUT045,1662.900487
FDF28,OUT045,1942.11287
FDY37,OUT017,2284.182806
FDQ03,OUT017,4553.270438
FDP51,OUT027,3176.649783
FDJ40,OUT017,1806.794036
FDC32,OUT049,1504.936124
DRI49,OUT027,2109.591922
NCW54,OUT017,804.6586369
FDF09,OUT017,655.1128079
FDP45,OUT018,3243.519339
DRJ23,OUT018,2976.491669
FDS59,OUT017,1813.020518
FDY08,OUT046,2143.371392
FDX16,OUT049,2416.729138
FDY16,OUT018,2993.033043
FDK32,OUT035,2490.435266
FDQ22,OUT013,670.7447135
NCC31,OUT018,2215.941651
FDG58,OUT049,2568.823715
DRF48,OUT013,3229.717963
DRH36,OUT049,1256.4579
NCR30,OUT035,1187.654625
FDB03,OUT019,513.1212128
FDZ28,OUT027,3462.824914
FDR35,OUT017,3497.305513
DRD15,OUT027,6406.417466
FDJ33,OUT019,304.3443079
FDA56,OUT010,242.9190552
FDP56,OUT046,758.3948544
NCT30,OUT046,765.20438
FDK15,OUT017,1517.754951
FDH44,OUT018,2162.85786
FDV01,OUT013,2489.813146
DRG03,OUT017,2405.130586
FDG50,OUT027,2393.456245
FDR16,OUT010,546.4556997
FDZ60,OUT046,1643.38528
DRG03,OUT045,2361.225077
FDS56,OUT018,3032.522236
FDU33,OUT045,711.989569
DRD27,OUT035,1487.052776
FDW22,OUT046,3827.325511
DRA24,OUT045,2681.390848
FDF38,OUT049,739.6512663
FDX48,OUT013,2518.953899
FDS58,OUT018,2359.34185
FDC32,OUT046,1422.867636
NCQ29,OUT045,3892.099545
DRK39,OUT018,1177.841097
NCS38,OUT017,1770.040216
DRO47,OUT013,1743.098779
DRG27,OUT027,1241.95815
FDC57,OUT027,5354.28489
FDS55,OUT046,2321.546608
NCJ06,OUT018,1732.538011
FDO01,OUT019,265.8317215
NCM55,OUT045,2597.535512
FDC52,OUT049,2604.315837
FDQ15,OUT045,1262.010596
NCT30,OUT027,1344.714251
NCR42,OUT027,1142.833204
FDD28,OUT035,816.2762125
FDQ34,OUT049,1661.349698
FDZ12,OUT027,3496.684564
DRE13,OUT019,260.0550906
NCN07,OUT019,252.5905909
FDM28,OUT035,2964.1827
FDI10,OUT017,2894.194496
FDQ25,OUT013,2863.630294
FDA38,OUT010,722.9739312
DRI13,OUT049,3583.212672
FDY20,OUT027,2375.678035
NCZ53,OUT035,2924.238853
NCM31,OUT013,2211.203564
DRB01,OUT017,3278.398157
DRF37,OUT046,3860.757948
NCF42,OUT049,2865.488574
FDF16,OUT018,2057.487236
FDB41,OUT013,751.6314398
FDR34,OUT013,3732.703714
FDR15,OUT018,2251.510264
NCV42,OUT019,274.665362
FDW51,OUT035,3880.764908
FDU36,OUT017,1480.060737
FDX60,OUT049,1338.117321
FDY03,OUT035,1810.966881
FDW55,OUT045,3925.333773
FDT01,OUT010,485.9700492
FDG58,OUT013,2458.079819
FDK21,OUT017,4511.725732
NCS41,OUT019,384.6116466
FDS10,OUT045,2556.549574
NCT53,OUT046,2779.667256
FDJ28,OUT018,2863.093084
FDX44,OUT045,1309.767695
FDT20,OUT018,574.7887557
FDO44,OUT017,1676.330819
NCX17,OUT049,3348.068976
FDY01,OUT017,1868.730688
FDJ12,OUT027,5056.918319
DRK35,OUT018,557.4183269
FDD47,OUT019,385.7428827
NCM53,OUT035,1612.965852
FDO45,OUT013,1486.91317
NCM42,OUT010,235.4357696
FDE04,OUT046,2916.221917
NCI30,OUT027,6281.441701
FDZ19,OUT013,2908.821374
FDW57,OUT013,2968.583121
FDA25,OUT013,1683.733206
FDT22,OUT046,844.0921215
FDP51,OUT013,1963.117238
FDD48,OUT027,3095.202917
FDY39,OUT035,3100.868721
FDO48,OUT010,569.0514653
FDD23,OUT027,4857.63977
DRN35,OUT027,1177.57057
FDT01,OUT035,3829.780108
FDC20,OUT010,99.67095908
DRJ35,OUT035,856.0704314
FDB32,OUT046,1468.340698
FDL24,OUT046,3076.549191
NCV42,OUT035,1720.501562
FDZ46,OUT046,1740.11401
FDC15,OUT013,2383.786297
FDD08,OUT019,141.1127319
FDY50,OUT049,1433.625211
FDD36,OUT013,1914.445781
FDG57,OUT027,1377.173535
FDL21,OUT018,626.9712491
FDN16,OUT027,2689.537491
FDJ09,OUT027,1334.1385
FDS01,OUT010,396.9677512
FDV33,OUT017,4758.222283
DRE12,OUT017,1741.59097
FDR07,OUT013,1492.484292
FDP48,OUT010,468.5894406
NCB55,OUT035,807.4787974
FDQ08,OUT013,884.0272114
FDR34,OUT035,3980.905274
FDO33,OUT046,1757.668258
FDP13,OUT045,657.465362
FDX12,OUT049,3941.577235
NCT06,OUT049,2913.439789
FDR16,OUT019,585.8241032
FDE36,OUT046,2852.329982
FDZ36,OUT049,3343.938709
FDV13,OUT045,1417.620494
NCZ17,OUT035,644.0633563
FDU56,OUT045,2626.605295
FDM09,OUT035,2867.535112
FDV02,OUT017,2880.147912
FDS34,OUT018,1688.082393
FDA11,OUT049,1596.106713
FDP09,OUT017,3975.435003
FDB29,OUT027,3083.042106
FDT19,OUT017,2904.119625
DRH15,OUT017,697.2393629
FDY38,OUT046,3600.165471
FDF14,OUT027,3847.525814
FDN48,OUT010,176.1375728
FDQ12,OUT013,4016.681634
NCJ43,OUT045,2671.186553
FDE17,OUT019,310.9178633
FDB05,OUT035,4247.902378
FDH10,OUT045,2554.492943
NCR06,OUT017,697.8037909
FDU32,OUT018,1722.120243
FDD56,OUT049,3070.697298
FDO36,OUT018,2883.63176
FDH16,OUT010,179.0388922
FDX10,OUT018,557.5003675
FDZ37,OUT017,1451.770426
FDU31,OUT010,568.520695
DRC49,OUT049,2273.83001
FDL15,OUT045,2327.865843
FDN32,OUT019,361.3146459
DRH59,OUT027,2038.292123
NCU29,OUT049,2463.602345
FDR37,OUT019,386.5910013
FDS14,OUT018,2227.208072
FDU02,OUT027,5929.220689
FDJ08,OUT035,3221.551363
NCZ06,OUT045,3628.184179
FDO31,OUT049,1486.046915
FDH31,OUT018,1497.37524
FDS58,OUT017,2625.452948
NCA53,OUT027,1411.322553
FDF50,OUT046,3481.456896
NCW42,OUT049,3454.303754
NCQ17,OUT045,2405.35534
FDK51,OUT018,3727.04169
NCW41,OUT010,317.6624758
NCR29,OUT017,804.628188
FDB08,OUT019,390.5324363
FDA40,OUT027,2286.75498
FDL14,OUT018,2279.730567
FDB47,OUT046,3426.298452
FDO03,OUT035,3997.511011
DRK13,OUT019,384.9183195
FDX13,OUT010,728.4987655
FDF52,OUT046,3231.536463
FDT11,OUT013,3243.352717
FDB08,OUT013,2580.848458
FDQ28,OUT018,2296.666242
FDD29,OUT045,3733.326481
NCQ29,OUT027,6902.298175
NCO02,OUT013,905.8700106
FDR56,OUT010,485.3403614
NCM54,OUT049,2137.451074
FDP51,OUT035,1872.084948
FDT38,OUT013,1327.78602
FDZ20,OUT018,3596.351702
FDJ53,OUT013,1924.631074
FDX13,OUT049,4520.734534
FDP58,OUT035,3967.101949
NCK31,OUT019,137.4033129
FDA35,OUT018,1848.976203
FDV37,OUT018,2879.770899
NCO07,OUT027,5802.892526
FDA20,OUT045,2886.949557
FDZ59,OUT035,2780.165818
NCY17,OUT017,704.669633
FDQ28,OUT035,2483.123311
FDV35,OUT017,2456.809143
FDQ36,OUT013,618.3753892
FDD34,OUT018,2367.417597
FDK51,OUT045,3633.127366
FDV31,OUT035,2879.889534
FDR04,OUT035,1446.564326
FDR14,OUT049,826.9719004
DRC36,OUT010,411.3023596
FDE39,OUT019,278.9062631
FDP57,OUT049,1719.092465
FDE57,OUT046,2228.283763
NCN18,OUT046,1774.35205
NCQ05,OUT018,2122.487453
FDW47,OUT035,1814.214171
FDV46,OUT035,2071.96951
NCP29,OUT045,855.5944094
FDE09,OUT018,1549.257379
NCU06,OUT027,5878.75707
FDT19,OUT010,389.1457379
DRF15,OUT017,2417.519529
DRI51,OUT013,2850.146963
NCX54,OUT013,1693.537451
DRE01,OUT013,3941.51997
NCB07,OUT045,2557.621859
FDU50,OUT035,1823.493789
FDG40,OUT035,625.1747259
FDW10,OUT018,2748.314413
FDX51,OUT013,3400.45944
NCP17,OUT045,882.8676988
FDP21,OUT035,3226.954823
FDL04,OUT045,1538.213058
FDV23,OUT013,1946.370781
FDF24,OUT046,1391.280558
FDH56,OUT027,2972.497536
FDB51,OUT049,928.4115578
FDI58,OUT027,2452.410624
FDR20,OUT013,763.9235768
FDC51,OUT018,1833.623647
FDB16,OUT027,2308.000127
FDE40,OUT049,935.5057643
NCM17,OUT035,698.8899702
FDU56,OUT035,2940.176441
FDS32,OUT019,318.7160811
FDX02,OUT049,3576.481472
FDT39,OUT027,3650.663778
FDE35,OUT017,848.3632602
NCI42,OUT019,478.58057
DRL23,OUT046,1676.38271
FDA10,OUT046,1886.247105
FDA11,OUT013,1527.32202
NCM06,OUT046,2540.476526
NCT05,OUT035,4018.165445
NCQ02,OUT010,439.5701572
NCY06,OUT049,2225.748219
FDY56,OUT035,4019.386025
FDL02,OUT035,1668.182652
NCI06,OUT035,2930.126724
FDQ14,OUT045,2267.856513
FDQ12,OUT017,4272.052745
FDP36,OUT046,785.1404449
FDK21,OUT027,6639.076238
FDO40,OUT045,2232.049639
NCK54,OUT019,263.3174272
FDY09,OUT018,2741.664786
NCW30,OUT049,-10187.70395
NCC55,OUT027,1191.267131
FDE58,OUT018,1668.336868
FDR39,OUT013,3060.233467
FDU28,OUT049,3068.855354
FDH08,OUT017,4300.70175
FDG35,OUT045,2686.050496
FDG22,OUT049,711.4450789
FDC34,OUT035,2540.911292
FDP15,OUT018,3754.737812
FDK34,OUT010,649.2780004
FDU45,OUT035,1862.178163
FDQ04,OUT027,1204.192236
FDX22,OUT018,2417.653588
FDB45,OUT017,1591.60179
NCH43,OUT027,5805.303194
DRE60,OUT046,3425.168595
FDD17,OUT027,6536.552559
NCM54,OUT017,2015.00852
NCH55,OUT013,2078.604765
NCT06,OUT017,2730.339625
FDA48,OUT027,5782.395444
FDY58,OUT027,6311.045764
FDO25,OUT045,3663.055643
FDN50,OUT045,1514.40494
FDH35,OUT035,2646.94162
FDK09,OUT045,3571.379226
FDO16,OUT013,1355.596702
FDW11,OUT045,864.7330616
FDU47,OUT027,3323.114747
NCQ42,OUT010,250.8976481
FDK55,OUT027,2452.696937
FDN08,OUT049,2008.939716
FDT57,OUT045,3538.681915
FDJ12,OUT018,2510.340552
DRL59,OUT017,790.6469395
NCN53,OUT046,666.5120372
FDO51,OUT010,96.23183854
FDK56,OUT017,3274.905629
FDY12,OUT035,780.0588902
FDU15,OUT035,675.5407843
FDQ19,OUT046,4375.347982
DRF15,OUT045,2360.621071
DRE25,OUT019,210.3343639
FDK57,OUT018,1681.286742
FDD33,OUT010,579.3607529
FDR34,OUT027,5805.005443
FDU04,OUT045,1804.456893
FDE35,OUT019,141.6956273
NCD31,OUT035,2594.317575
FDJ56,OUT035,1473.346514
NCU53,OUT046,2771.528522
FDD39,OUT035,3687.409155
NCU17,OUT019,269.2057053
FDJ20,OUT046,2034.092627
NCW41,OUT018,2309.257151
FDL52,OUT035,678.9728107
FDS39,OUT035,2116.734086
DRJ47,OUT045,2590.773662
FDP13,OUT010,89.81203185
DRK39,OUT010,170.5639906
FDF28,OUT010,277.4266813
FDB09,OUT045,1864.235084
FDM51,OUT046,1693.521338
DRM49,OUT018,616.8161789
DRF23,OUT013,2916.29009
DRH01,OUT035,2826.08505
FDH12,OUT027,2816.595666
FDA28,OUT019,277.4895819
FDW37,OUT018,1258.658873
FDF02,OUT046,1599.224992
DRL37,OUT046,716.909847
NCF43,OUT046,2257.575457
FDH08,OUT010,654.855585
FDR34,OUT019,592.8629668
NCK19,OUT049,3502.128782
NCD55,OUT018,617.035947
FDT27,OUT049,3899.901924
FDQ57,OUT045,2204.362677
FDA47,OUT035,2666.502619
DRG15,OUT027,1580.980689
FDE05,OUT018,2063.338875
FDN46,OUT046,1634.759882
FDX27,OUT027,2472.906536
FDT51,OUT045,1751.616349
FDU33,OUT013,697.8567478
FDJ16,OUT027,1510.819392
FDD20,OUT019,258.1667221
FDT36,OUT049,652.5759501
DRF15,OUT027,4034.774059
FDN52,OUT010,191.3460028
FDC22,OUT027,4939.559479
FDX15,OUT045,2494.848011
FDT13,OUT013,3277.974123
FDU04,OUT017,1881.400098
FDU31,OUT019,609.5631997
FDW59,OUT027,2337.412515
NCO29,OUT046,2804.067527
FDL15,OUT035,2367.496628
FDI41,OUT049,2421.811317
FDQ48,OUT049,1725.910869
DRI39,OUT013,790.8813494
FDI08,OUT013,4046.67976
FDC21,OUT049,1919.924789
FDF58,OUT035,866.1525487
FDS08,OUT010,391.9143708
FDE47,OUT045,1827.451324
NCP18,OUT019,346.5912427
NCR41,OUT013,1571.212412
FDA27,OUT013,4137.482431
FDA43,OUT035,3120.463085
FDA49,OUT045,1283.920317
NCE55,OUT018,2718.369767
DRM49,OUT027,1241.977016
FDF22,OUT027,5961.779176
FDQ15,OUT018,1186.596723
NCS54,OUT017,2949.229329
NCY05,OUT013,650.9281165
FDR45,OUT046,4022.235941
FDK57,OUT049,2028.813827
FDF41,OUT010,628.419126
FDV21,OUT046,1923.026621
FDD51,OUT046,715.7625942
FDF33,OUT046,1759.948258
FDA38,OUT046,4187.770611
FDR56,OUT045,3014.362785
NCN41,OUT017,1913.640626
FDC60,OUT027,2214.99745
FDB47,OUT045,3494.047218
DRH01,OUT013,2940.072493
FDW08,OUT046,1603.517883
FDF38,OUT027,1237.289814
FDY32,OUT017,2602.537689
FDG34,OUT049,1921.697982
FDG47,OUT019,647.1509923
NCF18,OUT035,2884.969861
FDL39,OUT019,386.1965451
NCH55,OUT035,1930.989997
DRJ35,OUT049,919.4975743
FDS44,OUT035,4387.830553
DRE01,OUT018,3693.052589
FDY39,OUT013,3141.998242
FDY32,OUT018,2331.587624
FDR33,OUT027,2919.036771
NCP50,OUT049,1405.794971
FDZ47,OUT018,1470.205151
FDU57,OUT049,2517.800549
FDY44,OUT013,1100.579045
DRH59,OUT018,1062.969819
FDB03,OUT027,5577.222486
FDY46,OUT045,2597.968163
FDM39,OUT045,2845.023445
FDY36,OUT035,1170.66682
NCM55,OUT035,2893.126231
FDJ50,OUT010,98.46352355
DRL60,OUT013,2388.220099
NCJ54,OUT049,4018.121708
FDX59,OUT017,629.8650942
FDI07,OUT013,-3655.592406
DRF51,OUT010,83.75603497
FDM14,OUT017,1689.527546
FDP21,OUT045,2954.085162
FDE40,OUT035,902.480962
FDE05,OUT035,2336.544423
FDM13,OUT027,3464.617194
FDC34,OUT027,3872.358239
NCI55,OUT018,1780.762403
NCE43,OUT018,2532.590205
FDW58,OUT018,1515.647502
FDG60,OUT045,3456.999194
FDV31,OUT017,2956.599004
FDR47,OUT013,3258.982203
FDM60,OUT019,131.1579191
NCF06,OUT018,3027.239808
NCN26,OUT027,3097.092633
FDQ59,OUT049,1517.895179
FDF09,OUT046,670.884643
NCS06,OUT017,4602.620739
FDT44,OUT046,1845.420947
FDI19,OUT017,4419.694419
FDT22,OUT017,839.4757777
NCF54,OUT027,4678.853418
DRG25,OUT045,2713.064679
FDB59,OUT017,3351.600815
FDQ37,OUT017,3472.105786
FDP56,OUT035,726.1725916
FDW44,OUT035,2879.045824
FDJ26,OUT010,523.16796
FDU43,OUT018,3299.625959
FDW33,OUT045,1541.458621
NCX53,OUT027,3762.952528
FDN56,OUT010,310.1398341
DRF15,OUT049,2550.729698
FDO33,OUT017,1754.911509
FDZ39,OUT010,221.5846298
NCJ19,OUT017,810.5117004
FDU01,OUT035,3013.042658
FDT12,OUT035,3904.537363
NCM18,OUT018,761.1228537
FDP19,OUT017,1997.136137
NCR42,OUT049,675.7207287
FDN10,OUT046,1908.672081
FDG44,OUT017,786.6223202
FDQ10,OUT046,2948.495508
DRH13,OUT049,1780.542689
FDT52,OUT013,4154.294468
FDM56,OUT045,1628.677422
NCO43,OUT010,217.8341771
NCV29,OUT035,2852.591642
NCF06,OUT013,4403.125972
FDO50,OUT035,1368.775723
FDT59,OUT013,4011.288766
FDX40,OUT027,1179.453085
FDE50,OUT017,3366.316998
FDX51,OUT017,3545.430541
NCD30,OUT018,1410.94029
FDK15,OUT013,1557.895466
FDL12,OUT045,867.2600737
FDK46,OUT017,4676.629488
DRH49,OUT010,155.581695
FDQ57,OUT046,2365.381979
FDY59,OUT017,1429.756162
FDO09,OUT018,3619.104311
NCG30,OUT035,1935.525178
FDM09,OUT017,2848.444427
NCN17,OUT027,2703.788203
NCS42,OUT013,1466.70338
FDD02,OUT019,236.8072292
FDE34,OUT013,3107.299491
FDU38,OUT045,2841.74626
FDB33,OUT046,2598.416904
NCJ29,OUT017,1366.176206
FDZ27,OUT035,729.1202911
FDI40,OUT013,1609.705552
FDG22,OUT013,680.0070748
FDT51,OUT017,1809.748284
FDF20,OUT018,2937.964092
FDV50,OUT035,1844.006017
FDT02,OUT049,695.5582338
DRC49,OUT017,2204.898405
FDF26,OUT049,2542.67745
FDV52,OUT035,1901.779025
FDX59,OUT049,679.5921518
FDV25,OUT035,3887.460886
FDW23,OUT027,1186.266482
FDE53,OUT018,1510.942339
FDA19,OUT017,2035.771487
FDH22,OUT046,2013.140052
NCO41,OUT013,1603.332885
FDX12,OUT017,4473.892786
FDF17,OUT013,3146.82866
FDS11,OUT045,3681.869474
FDR51,OUT035,2367.338878
FDT49,OUT010,193.2147647
FDC56,OUT013,1888.049622
FDR13,OUT027,3036.517258
FDQ60,OUT035,1922.5046
FDN38,OUT049,4286.108422
NCL29,OUT013,2506.021613
FDO13,OUT027,4264.749768
FDE26,OUT018,1971.742928
FDA31,OUT010,353.9518953
FDX14,OUT035,1162.877102
FDA34,OUT045,2675.491966
FDF26,OUT013,2434.888964
FDE38,OUT045,2611.594159
DRI11,OUT046,1823.888379
FDQ60,OUT027,3001.412347
FDL21,OUT027,1272.43164
DRC12,OUT027,5465.283664
FDC47,OUT046,3304.403005
FDE57,OUT045,2070.443451
FDT14,OUT045,1896.619357
NCZ53,OUT046,3049.652115
FDE28,OUT018,3058.949676
FDR19,OUT035,2256.286993
NCF54,OUT019,334.1371698
FDZ08,OUT046,1347.280253
